customerid,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
17576,30,19,3550.50,5,5,5,555,Champions
15948,30,2,955.24,5,3,4,534,Loyal Customers
14178,30,7,1585.19,5,5,4,554,Champions
16242,30,7,3554.17,5,5,5,555,Champions
16966,30,7,2154.97,5,5,5,555,Champions
14243,30,10,2588.77,5,5,5,555,Champions
17350,30,4,1261.28,5,4,4,544,Champions
14655,30,4,1932.23,5,4,4,544,Champions
15993,30,7,2732.72,5,5,5,555,Champions
15951,30,2,708.22,5,3,3,533,Loyal Customers
13854,30,25,8109.52,5,5,5,555,Champions
17014,30,3,581.78,5,4,3,543,Loyal Customers
17426,30,6,5037.26,5,5,5,555,Champions
15434,30,5,1041.48,5,4,4,544,Champions
17293,30,9,1850.71,5,5,4,554,Champions
16156,30,9,3077.19,5,5,5,555,Champions
15021,30,9,1829.56,5,5,4,554,Champions
15904,30,1,164.68,5,1,1,511,Needs Attention
13040,30,2,676.99,5,3,3,533,Loyal Customers
16789,30,1,80.80,5,1,1,511,Needs Attention
16813,30,10,1633.85,5,5,4,554,Champions
17321,30,2,635.66,5,3,3,533,Loyal Customers
16119,30,2,423.36,5,3,2,532,Potential
16701,30,13,5398.30,5,5,5,555,Champions
16376,30,2,869.01,5,3,3,533,Loyal Customers
14804,30,1,353.27,5,2,2,522,Potential
16145,30,11,3799.49,5,5,5,555,Champions
17450,30,46,194390.79,5,5,5,555,Champions
15060,30,4,291.36,5,4,2,542,Potential
14298,30,44,51527.30,5,5,5,555,Champions
14869,30,2,720.20,5,3,3,533,Loyal Customers
16700,30,13,5076.55,5,5,5,555,Champions
15172,30,5,1624.05,5,4,4,544,Champions
17768,30,3,2016.65,5,4,4,544,Champions
12951,30,6,1064.07,5,5,4,554,Champions
12919,30,6,1335.19,5,5,4,554,Champions
18122,30,6,1729.28,5,5,4,554,Champions
13090,30,14,8910.82,5,5,5,555,Champions
14289,30,6,911.26,5,5,3,553,Loyal Customers
15862,30,4,832.88,5,4,3,543,Loyal Customers
15500,30,4,1131.56,5,4,4,544,Champions
14732,30,8,2702.49,5,5,5,555,Champions
14262,30,8,2618.23,5,5,5,555,Champions
15687,30,9,2993.10,5,5,5,555,Champions
15028,30,4,625.88,5,4,3,543,Loyal Customers
14047,30,5,1308.61,5,4,4,544,Champions
14659,30,9,2508.48,5,5,5,555,Champions
14287,30,3,176.63,5,4,1,541,Needs Attention
12963,30,8,1856.63,5,5,4,554,Champions
12572,30,2,1020.42,5,2,4,524,Potential
15373,30,12,2364.96,5,5,5,555,Champions
14299,30,9,3965.62,5,5,5,555,Champions
16839,30,34,16594.35,5,5,5,555,Champions
17115,30,3,837.50,5,3,3,533,Loyal Customers
12664,30,9,4881.88,5,5,5,555,Champions
18077,30,11,2581.46,5,5,5,555,Champions
15380,30,5,1690.26,5,4,4,544,Champions
14309,30,9,2352.53,5,5,5,555,Champions
14440,30,5,2357.68,5,4,5,545,Champions
15531,30,2,1961.72,5,3,4,534,Loyal Customers
12553,30,10,3692.28,5,5,5,555,Champions
14960,30,2,200.73,5,2,1,521,Needs Attention
15602,30,9,1297.87,5,5,4,554,Champions
13159,30,4,1426.85,5,4,4,544,Champions
17381,30,29,20275.61,5,5,5,555,Champions
16011,30,16,3347.96,5,5,5,555,Champions
14367,30,16,9217.92,5,5,5,555,Champions
13509,30,7,979.72,5,5,4,554,Champions
14766,30,6,2473.37,5,5,5,555,Champions
15903,31,7,5126.76,5,5,5,555,Champions
15024,31,10,1621.73,5,5,4,554,Champions
14963,31,5,1419.43,5,4,4,544,Champions
13647,31,4,1648.12,5,4,4,544,Champions
14618,31,3,483.84,5,4,2,542,Potential
15251,31,11,10484.99,5,5,5,555,Champions
14258,31,9,12669.98,5,5,5,555,Champions
15544,31,9,3546.71,5,5,5,555,Champions
16265,31,9,5447.00,5,5,5,555,Champions
12966,31,1,160.18,5,1,1,511,Needs Attention
14062,31,12,10464.85,5,5,5,555,Champions
18179,31,6,1793.17,5,5,4,554,Champions
16295,31,4,1328.55,5,4,4,544,Champions
15467,31,3,519.03,5,3,3,533,Loyal Customers
12524,31,8,4485.72,5,5,5,555,Champions
16241,31,13,2577.51,5,5,5,555,Champions
17502,31,4,689.10,5,4,3,543,Loyal Customers
15611,31,13,1591.45,5,5,4,554,Champions
15073,31,3,1043.41,5,4,4,544,Champions
12957,31,8,4017.54,5,5,5,555,Champions
15152,31,13,4745.69,5,5,5,555,Champions
18058,31,1,170.16,5,1,1,511,Needs Attention
14385,31,3,202.11,5,4,1,541,Needs Attention
14893,31,2,1237.85,5,3,4,534,Loyal Customers
12598,31,8,3023.08,5,5,5,555,Champions
15782,31,3,2614.74,5,4,5,545,Champions
12630,31,2,1270.88,5,3,4,534,Loyal Customers
15046,31,15,5087.92,5,5,5,555,Champions
16115,31,8,1655.48,5,5,4,554,Champions
13012,31,8,1646.84,5,5,4,554,Champions
16657,31,4,841.50,5,4,3,543,Loyal Customers
16915,31,6,621.68,5,5,3,553,Loyal Customers
14540,31,3,916.11,5,3,3,533,Loyal Customers
14448,31,2,375.35,5,3,2,532,Potential
15444,31,2,1409.51,5,3,4,534,Loyal Customers
17736,31,3,377.44,5,4,2,542,Potential
12882,31,2,1463.04,5,3,4,534,Loyal Customers
12429,31,4,3750.40,5,4,5,545,Champions
13362,31,4,3090.74,5,4,5,545,Champions
18230,31,7,2810.20,5,5,5,555,Champions
15039,31,47,19633.08,5,5,5,555,Champions
16361,31,4,855.21,5,4,3,543,Loyal Customers
13203,31,4,869.46,5,4,3,543,Loyal Customers
15113,31,3,3452.73,5,4,5,545,Champions
18241,31,17,2073.09,5,5,5,555,Champions
14432,31,6,2245.74,5,5,5,555,Champions
12787,31,3,463.66,5,3,2,532,Potential
15394,31,4,2183.54,5,4,5,545,Champions
12784,31,2,512.77,5,3,3,533,Loyal Customers
13255,31,2,399.51,5,3,2,532,Potential
17737,31,2,168.24,5,2,1,521,Needs Attention
13658,31,5,2639.17,5,4,5,545,Champions
17911,31,1,366.23,5,2,2,522,Potential
12953,31,1,329.85,5,2,2,522,Potential
16062,31,4,1153.62,5,4,4,544,Champions
12921,31,37,16587.09,5,5,5,555,Champions
12528,31,6,1933.48,5,5,4,554,Champions
15680,31,3,1333.68,5,3,4,534,Loyal Customers
14005,31,5,2874.72,5,4,5,545,Champions
17288,31,7,1357.55,5,5,4,554,Champions
12488,31,3,1298.66,5,3,4,534,Loyal Customers
14156,31,55,117033.63,5,5,5,555,Champions
16712,31,11,3535.73,5,5,5,555,Champions
14755,31,11,5010.28,5,5,5,555,Champions
12714,31,5,4708.86,5,4,5,545,Champions
18158,31,2,453.40,5,3,2,532,Potential
14713,31,11,2660.55,5,5,5,555,Champions
13784,31,11,2462.79,5,5,5,555,Champions
15414,31,3,774.90,5,3,3,533,Loyal Customers
15712,31,5,1072.36,5,4,4,544,Champions
15654,31,2,922.53,5,3,3,533,Loyal Customers
15783,32,1,246.30,5,1,1,511,Needs Attention
14321,32,5,1530.75,5,4,4,544,Champions
12654,32,5,601.98,5,4,3,543,Loyal Customers
18118,32,26,5574.98,5,5,5,555,Champions
14554,32,4,2161.29,5,4,5,545,Champions
16168,32,27,3787.60,5,5,5,555,Champions
12627,32,7,4478.53,5,5,5,555,Champions
13576,32,18,6717.34,5,5,5,555,Champions
13014,32,10,3466.28,5,5,5,555,Champions
17101,32,4,1621.73,5,4,4,544,Champions
17711,32,2,385.10,5,3,2,532,Potential
14785,32,2,77.40,5,2,1,521,Needs Attention
13657,32,2,382.14,5,3,2,532,Potential
17655,32,7,2638.94,5,5,5,555,Champions
13198,32,6,3401.24,5,5,5,555,Champions
15790,32,1,218.75,5,1,1,511,Needs Attention
12727,32,7,3980.70,5,5,5,555,Champions
14408,32,7,2558.53,5,5,5,555,Champions
17682,32,6,2474.33,5,5,5,555,Champions
15297,32,3,641.94,5,3,3,533,Loyal Customers
14125,32,3,2720.63,5,4,5,545,Champions
14701,32,9,2485.09,5,5,5,555,Champions
15206,32,4,420.30,5,4,2,542,Potential
16775,32,11,1691.51,5,5,4,554,Champions
12451,32,5,9035.52,5,4,5,545,Champions
14388,32,8,3212.84,5,5,5,555,Champions
13137,32,8,3441.03,5,5,5,555,Champions
12375,32,2,457.50,5,3,2,532,Potential
14836,32,3,102.45,5,4,1,541,Needs Attention
14088,32,13,50491.81,5,5,5,555,Champions
15089,32,6,2420.84,5,5,5,555,Champions
15619,32,1,336.40,5,2,2,522,Potential
16782,32,13,2267.95,5,5,5,555,Champions
15148,32,1,301.29,5,2,2,522,Potential
13068,32,2,344.00,5,2,2,522,Potential
15218,32,11,5747.77,5,5,5,555,Champions
16479,32,2,300.83,5,2,2,522,Potential
16818,32,11,3349.57,5,5,5,555,Champions
16992,32,5,1614.31,5,4,4,544,Champions
14711,32,11,2830.83,5,5,5,555,Champions
12464,32,8,1212.05,5,5,4,554,Champions
14419,32,6,1039.74,5,5,4,554,Champions
13147,32,4,712.80,5,4,3,543,Loyal Customers
14550,32,2,753.84,5,3,3,533,Loyal Customers
17466,32,2,763.28,5,3,3,533,Loyal Customers
15239,32,2,780.59,5,3,3,533,Loyal Customers
13211,32,3,1089.57,5,4,4,544,Champions
16549,32,10,3954.66,5,5,5,555,Champions
14173,32,4,450.84,5,4,2,542,Potential
14390,32,9,4632.82,5,5,5,555,Champions
12670,32,5,2996.05,5,4,5,545,Champions
14824,32,4,1127.71,5,4,4,544,Champions
14452,32,2,251.98,5,2,2,522,Potential
13467,32,2,998.91,5,3,4,534,Loyal Customers
14209,32,6,2073.43,5,5,5,555,Champions
13999,32,12,3901.81,5,5,5,555,Champions
14866,32,12,14389.90,5,5,5,555,Champions
14601,32,1,213.96,5,1,1,511,Needs Attention
13496,32,2,653.33,5,3,3,533,Loyal Customers
15197,32,3,1079.61,5,4,4,544,Champions
13928,32,4,464.57,5,4,2,542,Potential
14961,32,9,7044.68,5,5,5,555,Champions
14349,32,1,133.50,5,1,1,511,Needs Attention
17468,32,2,137.00,5,2,1,521,Needs Attention
15615,32,23,10399.74,5,5,5,555,Champions
16852,32,2,144.91,5,2,1,521,Needs Attention
13429,32,4,1006.80,5,4,4,544,Champions
12798,32,3,6977.04,5,3,5,535,Loyal Customers
13883,32,5,2674.48,5,4,5,545,Champions
15755,32,6,2364.25,5,5,5,555,Champions
14723,32,6,1050.57,5,5,4,554,Champions
14667,32,25,9131.02,5,5,5,555,Champions
14180,32,25,4748.52,5,5,5,555,Champions
13349,32,1,247.32,5,2,2,522,Potential
13428,32,1,198.46,5,1,1,511,Needs Attention
17306,32,19,8631.31,5,5,5,555,Champions
17772,32,2,173.45,5,2,1,521,Needs Attention
15540,33,1,213.30,5,1,1,511,Needs Attention
17019,33,4,1239.06,5,4,4,544,Champions
18041,33,21,4012.92,5,5,5,555,Champions
18229,33,20,7276.90,5,5,5,555,Champions
15838,33,19,33643.08,5,5,5,555,Champions
13004,33,18,5655.91,5,5,5,555,Champions
14470,33,2,461.19,5,3,2,532,Potential
13418,33,18,6127.43,5,5,5,555,Champions
15721,33,1,462.47,5,1,2,512,Needs Attention
17031,33,2,380.35,5,3,2,532,Potential
15601,33,14,6776.56,5,5,5,555,Champions
13914,33,2,626.45,5,3,3,533,Loyal Customers
13266,33,12,3834.26,5,5,5,555,Champions
17419,33,12,4226.57,5,5,5,555,Champions
15714,33,2,330.03,5,2,2,522,Potential
13030,33,2,669.25,5,3,3,533,Loyal Customers
13081,33,11,28337.38,5,5,5,555,Champions
17237,33,2,314.69,5,2,2,522,Potential
12479,33,1,527.20,5,1,3,513,Needs Attention
16364,33,2,705.79,5,3,3,533,Loyal Customers
17806,33,1,546.04,5,1,3,513,Needs Attention
17651,33,10,3945.00,5,5,5,555,Champions
16347,33,2,796.80,5,3,3,533,Loyal Customers
14597,33,2,857.48,5,3,3,533,Loyal Customers
14901,33,9,1409.49,5,5,4,554,Champions
14704,33,9,1415.99,5,5,4,554,Champions
18101,33,2,213.95,5,2,1,521,Needs Attention
17988,33,7,201.12,5,5,1,551,Needs Attention
16744,33,7,1289.96,5,5,4,554,Champions
13758,33,7,3185.45,5,5,5,555,Champions
17188,33,7,2474.23,5,5,5,555,Champions
17739,33,7,2791.35,5,5,5,555,Champions
17852,33,2,114.34,5,2,1,521,Needs Attention
17924,33,7,2962.50,5,5,5,555,Champions
18096,33,3,770.12,5,3,3,533,Loyal Customers
13590,33,6,1981.92,5,5,4,554,Champions
14741,33,6,1400.34,5,5,4,554,Champions
13258,33,3,651.98,5,3,3,533,Loyal Customers
17359,33,1,122.04,5,2,1,521,Needs Attention
14215,33,6,1789.72,5,5,4,554,Champions
17379,33,1,375.41,5,2,2,522,Potential
12906,33,5,2919.81,5,4,5,545,Champions
12660,33,1,245.10,5,1,1,511,Needs Attention
13844,33,1,361.62,5,2,2,522,Potential
14290,33,5,2314.65,5,4,5,545,Champions
14511,33,5,1314.81,5,4,4,544,Champions
13188,33,1,114.60,5,2,1,521,Needs Attention
15511,33,5,887.33,5,4,3,543,Loyal Customers
14480,33,1,279.05,5,2,2,522,Potential
13389,33,3,797.96,5,4,3,543,Loyal Customers
13950,33,4,745.06,5,4,3,543,Loyal Customers
15022,33,4,795.24,5,4,3,543,Loyal Customers
15561,33,4,800.59,5,4,3,543,Loyal Customers
17299,33,4,656.61,5,4,3,543,Loyal Customers
17523,33,4,651.49,5,4,3,543,Loyal Customers
15571,33,4,629.77,5,4,3,543,Loyal Customers
12668,33,4,3807.15,5,4,5,545,Champions
17929,33,4,843.00,5,4,3,543,Loyal Customers
13115,33,4,2294.78,5,4,5,545,Champions
16800,33,1,1118.23,5,2,4,524,Potential
13196,33,4,1797.78,5,4,4,544,Champions
16094,33,4,1078.23,5,4,4,544,Champions
12657,33,4,1643.18,5,4,4,544,Champions
16983,34,7,1900.91,5,5,4,554,Champions
16877,34,6,845.37,5,5,3,553,Loyal Customers
13546,34,3,613.99,5,3,3,533,Loyal Customers
15987,34,7,1409.67,5,5,4,554,Champions
18145,34,4,2848.30,5,4,5,545,Champions
15555,34,16,4781.04,5,5,5,555,Champions
13232,34,7,1326.15,5,5,4,554,Champions
16024,34,1,248.14,5,2,2,522,Potential
17236,34,6,901.57,5,5,3,553,Loyal Customers
17068,34,21,4552.14,5,5,5,555,Champions
17864,34,3,511.82,5,3,3,533,Loyal Customers
17812,34,4,629.45,5,4,3,543,Loyal Customers
13610,34,7,1071.59,5,5,4,554,Champions
17595,34,2,386.69,5,3,2,532,Potential
15514,34,11,3921.57,5,5,5,555,Champions
13991,34,6,848.44,5,5,3,553,Loyal Customers
17411,34,3,778.94,5,3,3,533,Loyal Customers
15436,34,3,1023.58,5,4,4,544,Champions
16923,34,19,6963.46,5,5,5,555,Champions
13064,34,4,1095.69,5,4,4,544,Champions
15009,34,3,1257.73,5,3,4,534,Loyal Customers
17885,34,1,150.69,5,1,1,511,Needs Attention
16407,34,10,2044.58,5,5,4,554,Champions
13782,34,6,908.86,5,5,3,553,Loyal Customers
18001,34,2,374.57,5,3,2,532,Potential
15054,34,2,301.39,5,2,2,522,Potential
17769,34,10,3907.61,5,5,5,555,Champions
14954,34,1,268.10,5,2,2,522,Potential
18156,34,2,655.39,5,3,3,533,Loyal Customers
16942,34,9,1883.52,5,5,4,554,Champions
16005,34,4,569.58,5,4,3,543,Loyal Customers
17365,34,8,4705.21,5,5,5,555,Champions
15747,34,3,939.18,5,4,4,544,Champions
14577,34,4,843.81,5,4,3,543,Loyal Customers
14093,34,1,420.02,5,1,2,512,Needs Attention
15351,34,7,1916.94,5,5,4,554,Champions
18112,34,2,352.69,5,2,2,522,Potential
14878,34,9,1472.77,5,5,4,554,Champions
15861,34,8,3140.29,5,5,5,555,Champions
14859,34,4,1353.74,5,4,4,544,Champions
17231,34,10,3056.89,5,5,5,555,Champions
13571,34,12,2075.98,4,5,5,455,Champions
12531,36,1,125.22,4,2,1,421,Needs Attention
15382,36,6,5955.71,4,5,5,455,Champions
13332,36,1,350.90,4,2,2,422,Potential
17624,36,2,843.48,4,3,3,433,Loyal Customers
15872,36,2,287.37,4,2,2,422,Potential
13184,36,10,1667.79,4,5,4,454,Champions
14946,36,1,100.90,4,2,1,421,Needs Attention
15186,36,2,411.41,4,3,2,432,Potential
12620,36,3,1339.41,4,3,4,434,Loyal Customers
16719,36,7,1755.47,4,5,4,454,Champions
17562,36,7,1122.38,4,5,4,454,Champions
17813,36,5,1678.93,4,4,4,444,Champions
12681,36,22,13787.54,4,5,5,455,Champions
15473,36,7,1771.20,4,5,4,454,Champions
15793,36,3,965.61,4,4,4,444,Champions
16814,36,21,6416.70,4,5,5,455,Champions
18172,36,20,7561.68,4,5,5,455,Champions
17385,36,1,250.28,4,2,2,422,Potential
17329,36,2,523.11,4,3,3,433,Loyal Customers
13437,36,7,3408.06,4,5,5,455,Champions
13579,36,2,467.04,4,3,2,432,Potential
13050,36,17,5805.79,4,5,5,455,Champions
12438,36,2,2906.85,4,3,5,435,Loyal Customers
16856,36,1,35.40,4,2,1,421,Needs Attention
13978,36,2,196.79,4,2,1,421,Needs Attention
17348,36,5,1135.51,4,4,4,444,Champions
14966,36,1,180.52,4,1,1,411,Needs Attention
14703,36,1,318.17,4,2,2,422,Potential
13589,36,2,379.65,4,3,2,432,Potential
13149,36,4,1676.06,4,4,4,444,Champions
16327,36,6,3802.57,4,5,5,455,Champions
14710,36,4,587.98,4,4,3,443,Loyal Customers
15117,36,5,1551.78,4,4,4,444,Champions
13048,36,4,1817.71,4,4,4,444,Champions
13525,36,2,628.78,4,3,3,433,Loyal Customers
15134,36,8,1387.99,4,5,4,454,Champions
15737,36,8,1188.12,4,5,4,454,Champions
17557,36,3,541.46,4,3,3,433,Loyal Customers
14111,36,4,692.85,4,4,3,443,Loyal Customers
17302,36,5,1135.63,4,4,4,444,Champions
16173,37,6,1418.32,4,5,4,454,Champions
12494,37,7,1246.10,4,5,4,454,Champions
12388,37,6,2780.66,4,5,5,455,Champions
15428,37,1,93.78,4,2,1,421,Needs Attention
15953,37,8,1657.28,4,5,4,454,Champions
16885,37,3,390.04,4,3,2,432,Potential
15725,37,1,415.25,4,1,2,412,Needs Attention
15005,37,28,6266.51,4,5,5,455,Champions
17228,37,8,1881.13,4,5,4,454,Champions
17247,37,1,277.99,4,2,2,422,Potential
12757,37,13,7789.85,4,5,5,455,Champions
12709,37,15,9706.52,4,5,5,455,Champions
12705,37,9,6868.29,4,5,5,455,Champions
16570,37,10,3738.40,4,5,5,455,Champions
14277,37,3,4165.13,4,3,5,435,Loyal Customers
13719,37,5,1041.68,4,4,4,444,Champions
15270,37,7,2379.49,4,5,5,455,Champions
17096,37,4,1022.13,4,4,4,444,Champions
14756,37,1,738.96,4,1,3,413,Needs Attention
15502,37,12,10199.93,4,5,5,455,Champions
14805,37,4,546.40,4,4,3,443,Loyal Customers
14607,37,14,15525.50,4,5,5,455,Champions
17727,37,1,1060.25,4,2,4,424,Potential
15594,37,5,1771.78,4,4,4,444,Champions
12476,37,11,6745.62,4,5,5,455,Champions
17139,37,12,10650.77,4,5,5,455,Champions
13277,37,4,258.40,4,4,2,442,Potential
12937,37,4,1504.27,4,4,4,444,Champions
14591,37,4,1280.24,4,4,4,444,Champions
15632,37,8,3285.31,4,5,5,455,Champions
15858,37,5,1384.97,4,4,4,444,Champions
14987,37,2,326.40,4,2,2,422,Potential
12421,37,4,807.04,4,4,3,443,Loyal Customers
18130,37,3,1059.39,4,4,4,444,Champions
17345,37,4,482.26,4,4,2,442,Potential
17975,37,13,4451.26,4,5,5,455,Champions
16596,37,2,250.15,4,2,2,422,Potential
13207,37,2,250.26,4,2,2,422,Potential
15034,37,8,4273.61,4,5,5,455,Champions
17516,37,5,762.08,4,4,3,443,Loyal Customers
18188,37,3,2001.04,4,4,4,444,Champions
14539,37,2,537.48,4,3,3,433,Loyal Customers
16616,37,2,500.42,4,3,3,433,Loyal Customers
16824,37,2,460.64,4,3,2,432,Potential
16482,37,1,220.62,4,1,1,411,Needs Attention
13638,37,1,122.64,4,2,1,421,Needs Attention
16566,37,5,614.66,4,4,3,443,Loyal Customers
15482,37,12,10879.76,4,5,5,455,Champions
16157,37,3,656.69,4,3,3,433,Loyal Customers
13588,37,9,2478.95,4,5,5,455,Champions
17458,37,1,310.25,4,2,2,422,Potential
17133,37,7,4892.24,4,5,5,455,Champions
17671,37,4,1572.71,4,4,4,444,Champions
17323,37,7,896.51,4,5,3,453,Loyal Customers
17767,37,1,271.20,4,2,2,422,Potential
18184,37,1,49.80,4,1,1,411,Needs Attention
18161,37,5,1618.69,4,4,4,444,Champions
16609,37,7,5493.46,4,5,5,455,Champions
14709,37,13,4921.04,4,5,5,455,Champions
16189,37,2,215.48,4,2,1,421,Needs Attention
16668,37,6,306.72,4,5,2,452,Potential
13995,37,5,1393.69,4,4,4,444,Champions
13502,38,3,292.00,4,3,2,432,Potential
13448,38,6,3495.59,4,5,5,455,Champions
13831,38,6,2198.45,4,5,5,455,Champions
17422,38,6,1979.37,4,5,4,454,Champions
12948,38,7,2064.95,4,5,5,455,Champions
16079,38,3,1352.00,4,3,4,434,Loyal Customers
15727,38,7,5115.21,4,5,5,455,Champions
14744,38,7,1099.98,4,5,4,454,Champions
17685,38,7,3135.28,4,5,5,455,Champions
15253,38,5,918.20,4,4,3,443,Loyal Customers
17135,38,7,1139.73,4,5,4,454,Champions
13139,38,7,5064.94,4,5,5,455,Champions
18084,38,1,90.48,4,2,1,421,Needs Attention
16057,38,7,2263.12,4,5,5,455,Champions
15398,38,2,1345.53,4,3,4,434,Loyal Customers
14581,38,1,129.85,4,1,1,411,Needs Attention
12557,38,5,11990.96,4,4,5,445,Champions
13174,38,3,2575.42,4,4,5,445,Champions
15393,38,2,231.86,4,2,1,421,Needs Attention
14334,38,8,2552.21,4,5,5,455,Champions
16255,38,8,2586.16,4,5,5,455,Champions
16653,38,2,1212.66,4,3,4,434,Loyal Customers
17410,38,5,1214.72,4,4,4,444,Champions
15916,38,8,1492.01,4,5,4,454,Champions
12619,38,9,3641.24,4,5,5,455,Champions
13350,38,2,979.12,4,3,4,434,Loyal Customers
15901,38,3,350.23,4,4,2,442,Potential
14675,38,1,555.21,4,1,3,413,Needs Attention
14912,38,2,867.85,4,3,3,433,Loyal Customers
17469,38,5,1870.97,4,4,4,444,Champions
17463,38,5,1859.47,4,4,4,444,Champions
16670,38,11,4095.90,4,5,5,455,Champions
17034,38,3,745.52,4,4,3,443,Loyal Customers
16066,38,5,1519.59,4,4,4,444,Champions
16343,38,2,318.20,4,2,2,422,Potential
14335,38,2,432.36,4,3,2,432,Potential
14099,38,11,3104.17,4,5,5,455,Champions
17725,38,11,3439.08,4,5,5,455,Champions
14049,38,4,5571.52,4,4,5,445,Champions
17809,38,12,5411.91,4,5,5,455,Champions
14205,38,2,466.70,4,3,2,432,Potential
15743,38,4,768.80,4,4,3,443,Loyal Customers
14790,38,4,745.06,4,4,3,443,Loyal Customers
13742,38,12,3033.02,4,5,5,455,Champions
14020,38,2,642.80,4,3,3,433,Loyal Customers
14733,38,12,9585.91,4,5,5,455,Champions
16660,38,4,1267.65,4,4,4,444,Champions
15949,38,2,364.72,4,3,2,432,Potential
12452,38,2,430.57,4,3,2,432,Potential
13644,38,4,2624.26,4,4,5,445,Champions
17700,38,4,2534.64,4,4,5,445,Champions
14336,38,4,1614.91,4,4,4,444,Champions
13899,38,2,388.52,4,3,2,432,Potential
16185,38,2,529.41,4,3,3,433,Loyal Customers
15814,38,4,1945.33,4,4,4,444,Champions
13018,38,28,7277.70,4,5,5,455,Champions
16900,38,3,887.11,4,3,3,433,Loyal Customers
13650,38,6,1836.34,4,5,4,454,Champions
16020,38,3,851.01,4,3,3,433,Loyal Customers
12474,39,18,7324.09,4,5,5,455,Champions
12656,39,5,4051.17,4,4,5,445,Champions
17371,39,3,418.40,4,3,2,432,Potential
14505,39,8,5748.95,4,5,5,455,Champions
13986,39,1,239.82,4,1,1,411,Needs Attention
17519,39,6,1844.02,4,5,4,454,Champions
17297,39,1,128.18,4,1,1,411,Needs Attention
17500,39,3,1138.00,4,3,4,434,Loyal Customers
12586,39,1,196.94,4,1,1,411,Needs Attention
16956,39,1,308.74,4,2,2,422,Potential
15845,39,8,3711.77,4,5,5,455,Champions
17659,39,12,2999.46,4,5,5,455,Champions
16352,39,2,494.44,4,3,3,433,Loyal Customers
16311,39,2,616.26,4,3,3,433,Loyal Customers
17324,39,4,986.48,4,4,4,444,Champions
14515,39,6,2076.89,4,5,5,455,Champions
15699,39,1,309.65,4,2,2,422,Potential
17073,39,4,1438.84,4,4,4,444,Champions
13681,39,4,827.83,4,4,3,443,Loyal Customers
14329,39,7,4975.24,4,5,5,455,Champions
13322,39,1,199.48,4,1,1,411,Needs Attention
12775,39,5,1386.04,4,4,4,444,Champions
14657,39,4,830.47,4,4,3,443,Loyal Customers
16607,39,14,3347.71,4,5,5,455,Champions
16330,39,3,251.91,4,4,2,442,Potential
12465,39,2,742.19,4,3,3,433,Loyal Customers
15965,39,4,783.34,4,4,3,443,Loyal Customers
15150,39,10,5291.33,4,5,5,455,Champions
17759,39,3,793.77,4,4,3,443,Loyal Customers
16261,39,4,716.13,4,4,3,443,Loyal Customers
16128,39,5,1880.22,4,4,4,444,Champions
13499,39,5,1159.11,4,4,4,444,Champions
16748,39,5,1515.90,4,4,4,444,Champions
15106,39,5,1422.52,4,4,4,444,Champions
17453,39,2,486.72,4,3,3,433,Loyal Customers
17075,39,4,834.12,4,4,3,443,Loyal Customers
15497,39,2,1262.20,4,3,4,434,Loyal Customers
13940,39,4,839.14,4,4,3,443,Loyal Customers
18139,39,6,8438.34,4,5,5,455,Champions
14467,39,4,594.56,4,4,3,443,Loyal Customers
13569,39,2,332.26,4,2,2,422,Potential
13363,39,2,992.50,4,3,4,434,Loyal Customers
13268,39,11,3152.53,4,5,5,455,Champions
16633,39,6,2883.10,4,5,5,455,Champions
17360,39,3,518.11,4,3,3,433,Loyal Customers
16985,39,10,5464.12,4,5,5,455,Champions
12936,39,4,1063.90,4,4,4,444,Champions
14506,39,5,1925.12,4,4,4,444,Champions
14297,39,4,1305.33,4,4,4,444,Champions
16365,39,9,1540.42,4,5,4,454,Champions
15634,39,1,243.55,4,1,1,411,Needs Attention
13456,39,6,1766.72,4,5,4,454,Champions
16655,39,6,3785.73,4,5,5,455,Champions
15977,39,2,1024.73,4,3,4,434,Loyal Customers
12483,39,8,2484.98,4,5,5,455,Champions
18249,39,1,95.34,4,2,1,421,Needs Attention
13238,39,4,700.73,4,4,3,443,Loyal Customers
