customerid,last_purchase_date,frequency,monetary,recency_days
15448,2011-01-31 10:42:00,1,494.64,334
15449,2011-11-13 15:02:00,3,974.52,48
15450,2011-11-09 17:11:00,1,429.84,52
15452,2011-11-10 12:13:00,3,501.58,51
15453,2011-12-08 10:59:00,7,1333.43,23
15454,2010-12-12 14:21:00,1,164.10,384
15456,2011-03-01 13:51:00,3,434.59,305
15457,2011-03-22 15:31:00,1,232.87,284
15458,2011-11-14 13:08:00,1,161.64,47
15460,2010-12-20 16:08:00,1,198.71,376
15462,2011-09-06 13:11:00,3,234.60,116
15463,2011-11-10 12:57:00,1,126.14,51
15464,2011-01-05 15:56:00,1,1044.65,360
15465,2011-11-20 10:11:00,18,7354.62,41
15466,2011-09-15 14:08:00,1,333.68,107
15467,2011-11-30 14:17:00,3,519.03,31
15468,2011-10-19 13:49:00,2,467.51,73
15469,2011-10-20 16:21:00,2,538.55,72
15471,2011-12-07 14:12:00,1,432.05,24
15472,2011-08-18 15:17:00,1,371.56,135
15473,2011-11-25 15:15:00,7,1771.20,36
15475,2011-09-23 15:20:00,1,454.11,99
15478,2011-10-30 14:19:00,2,1399.92,62
15480,2011-08-15 14:32:00,1,905.50,138
15482,2011-11-24 10:46:00,12,10879.76,37
15483,2011-07-01 13:07:00,4,219.83,183
15484,2011-12-08 15:03:00,4,3590.41,23
15485,2011-11-09 14:31:00,3,2564.50,52
15488,2011-09-08 10:11:00,1,91.32,114
15489,2011-11-17 08:53:00,3,1134.28,44
15491,2011-09-05 15:56:00,6,3100.09,117
15492,2011-11-11 14:53:00,2,659.46,50
15493,2011-11-07 12:04:00,5,1825.42,54
15494,2011-11-18 14:51:00,2,1278.03,43
15497,2011-11-22 11:51:00,2,1262.20,39
15498,2011-12-07 12:48:00,27,13316.40,24
15500,2011-12-01 13:47:00,4,1131.56,30
15502,2011-11-24 12:48:00,12,10199.93,37
15503,2010-12-12 10:57:00,1,141.04,384
15504,2011-09-19 13:45:00,1,52.83,103
15505,2011-10-18 07:56:00,5,3610.96,74
15506,2011-11-17 12:11:00,3,955.73,44
15507,2011-06-21 11:19:00,1,457.41,193
15508,2011-06-03 15:43:00,6,1000.27,211
15510,2011-01-13 12:10:00,1,250.00,352
15511,2011-11-28 09:43:00,5,887.33,33
15512,2011-07-07 10:20:00,2,121.00,177
15513,2011-11-06 14:36:00,19,14758.22,55
15514,2011-11-27 14:40:00,11,3921.57,34
15516,2011-10-26 10:51:00,3,62.43,66
15517,2011-04-20 14:02:00,1,267.03,255
15518,2011-10-06 13:05:00,8,1914.20,86
15520,2011-12-08 10:58:00,1,343.50,23
15521,2011-10-30 13:42:00,8,3000.20,62
15522,2011-11-07 11:26:00,2,366.49,54
15523,2011-09-16 16:29:00,1,412.01,106
15524,2011-11-15 12:09:00,1,440.00,46
15525,2011-12-07 14:43:00,3,690.01,24
15526,2011-11-06 15:04:00,2,148.44,55
15527,2011-11-21 12:17:00,8,2397.43,40
15528,2011-03-30 16:14:00,1,229.33,276
15529,2011-11-17 11:29:00,11,3952.89,44
15530,2011-11-18 12:25:00,4,1469.06,43
15531,2011-12-01 18:43:00,2,1961.72,30
15532,2011-11-14 14:51:00,4,1533.89,47
15533,2011-11-20 15:35:00,3,807.57,41
15535,2011-06-19 16:02:00,4,499.15,195
15537,2011-06-29 13:10:00,1,110.92,185
15539,2011-12-02 13:36:00,1,538.46,29
15540,2011-11-28 13:51:00,1,213.30,33
15541,2011-08-17 14:58:00,1,85.13,136
15543,2011-02-24 15:26:00,1,119.36,310
15544,2011-11-30 16:43:00,9,3546.71,31
15545,2011-10-16 13:24:00,2,288.97,76
15547,2011-12-02 12:52:00,14,4843.69,29
15549,2011-09-23 16:22:00,3,1595.81,99
15550,2011-12-05 15:38:00,4,575.63,26
15551,2011-11-03 12:37:00,1,436.06,58
15552,2011-05-06 14:47:00,1,90.12,239
15553,2011-10-10 14:02:00,1,403.48,82
15554,2011-03-07 09:00:00,1,217.20,299
15555,2011-11-27 16:19:00,16,4781.04,34
15556,2011-11-15 16:08:00,1,279.77,46
15557,2011-11-11 12:46:00,1,425.68,50
15561,2011-11-28 11:07:00,4,800.59,33
15562,2010-12-23 09:55:00,1,134.55,373
15563,2011-11-17 14:50:00,4,1400.44,44
15565,2011-10-20 14:33:00,2,173.16,72
15567,2011-11-21 10:48:00,1,186.01,40
15568,2011-12-07 11:27:00,3,758.29,24
15569,2011-08-28 10:15:00,5,1375.71,125
15570,2011-12-02 14:47:00,12,4103.52,29
15571,2011-11-28 10:02:00,4,629.77,33
15572,2011-12-05 10:09:00,7,2434.36,26
15573,2011-11-08 11:38:00,2,553.45,53
15574,2011-06-15 12:01:00,4,647.86,199
15576,2011-11-02 12:03:00,1,921.37,59
15577,2011-07-11 17:03:00,3,258.88,173
15578,2011-06-30 13:03:00,1,127.10,184
15579,2011-10-02 12:45:00,2,320.96,90
15581,2011-08-11 09:38:00,13,3674.07,142
15582,2011-11-15 09:55:00,3,682.91,46
15584,2011-11-16 10:55:00,4,720.86,45
15585,2011-06-16 08:38:00,1,455.30,198
15587,2011-10-20 13:37:00,4,913.68,72
15589,2011-03-29 09:54:00,3,478.53,277
15592,2011-10-24 08:59:00,1,388.58,68
15593,2011-09-30 11:46:00,1,199.80,92
15594,2011-11-24 08:53:00,5,1771.78,37
15596,2011-08-31 10:55:00,5,1406.59,122
15597,2011-11-04 13:26:00,1,324.57,57
15598,2011-10-17 16:04:00,1,240.68,75
15599,2011-11-13 11:44:00,2,761.74,48
15601,2011-11-28 15:15:00,14,6776.56,33
15602,2011-12-01 14:14:00,9,1297.87,30
15603,2011-09-22 10:04:00,1,48.48,100
15604,2011-10-18 14:47:00,1,216.39,74
15605,2011-11-03 14:17:00,5,1198.23,58
15606,2011-10-09 15:47:00,9,2920.16,83
15607,2011-01-07 12:44:00,1,104.76,358
15608,2011-11-11 13:20:00,4,1093.68,50
15609,2011-06-08 13:00:00,1,298.48,206
15610,2011-10-19 10:36:00,1,112.46,73
15611,2011-11-30 12:36:00,13,1591.45,31
15612,2011-11-03 14:52:00,2,195.15,58
15615,2011-11-29 14:42:00,23,10399.74,32
15618,2011-11-07 08:34:00,4,776.85,54
15619,2011-11-29 08:14:00,1,336.40,32
15620,2011-10-14 12:41:00,3,1553.18,78
15621,2011-12-05 14:01:00,4,1135.11,26
15622,2011-10-27 16:44:00,9,3709.56,65
15623,2011-07-21 17:26:00,1,301.03,163
15624,2011-08-15 11:38:00,4,588.13,138
15625,2011-08-28 10:21:00,4,1534.26,125
15626,2011-09-26 10:03:00,2,675.80,96
15628,2011-12-05 10:24:00,9,2870.24,26
15630,2011-10-25 15:36:00,2,1186.35,67
15632,2011-11-24 09:51:00,8,3285.31,37
15634,2011-11-22 16:28:00,1,243.55,39
15636,2011-09-11 11:17:00,2,724.76,111
15637,2011-10-18 08:28:00,1,223.36,74
15639,2011-07-28 14:30:00,1,425.32,156
15640,2011-12-05 14:35:00,15,12404.86,26
15641,2011-08-26 14:04:00,4,1887.20,127
15643,2011-06-01 07:38:00,3,664.00,213
15644,2011-06-26 14:54:00,4,793.87,188
15645,2011-11-21 11:55:00,1,596.53,40
15646,2011-07-05 09:53:00,3,447.64,179
15648,2011-05-19 15:53:00,2,639.50,226
15649,2011-01-07 13:34:00,2,816.00,358
15651,2011-11-03 08:41:00,3,646.30,58
15652,2011-09-09 14:22:00,1,337.74,113
15653,2011-09-08 10:49:00,2,877.44,114
15654,2011-11-30 13:08:00,2,922.53,31
15655,2011-04-10 15:25:00,1,560.67,265
15656,2011-10-25 14:56:00,4,748.50,67
15657,2011-11-17 12:19:00,1,30.00,44
15658,2011-06-02 15:22:00,5,1024.10,212
15659,2011-10-27 09:23:00,1,306.45,65
15660,2011-11-14 16:58:00,9,1600.86,47
15661,2011-01-26 13:56:00,2,309.80,339
15663,2011-08-25 15:50:00,1,138.14,128
15664,2011-10-20 10:57:00,1,386.43,72
15665,2011-06-24 14:57:00,2,2222.21,190
15667,2011-10-31 10:56:00,1,301.32,61
15668,2011-05-06 10:39:00,1,76.32,239
15669,2011-10-30 16:03:00,4,684.34,62
15670,2011-02-16 10:50:00,1,173.05,318
15671,2011-11-21 12:43:00,7,2657.13,40
15673,2011-09-12 16:12:00,4,2413.55,110
15674,2011-09-27 15:17:00,5,2446.60,95
15675,2011-09-19 13:48:00,3,323.69,103
15676,2011-11-21 12:40:00,3,3435.76,40
15677,2011-10-21 15:36:00,1,657.23,71
15678,2011-10-18 09:25:00,1,352.70,74
15679,2011-11-15 16:19:00,4,781.28,46
15680,2011-11-30 13:46:00,3,1333.68,31
15681,2011-11-14 16:30:00,5,1426.16,47
15683,2011-08-14 12:56:00,1,193.75,139
15687,2011-12-01 08:33:00,9,2993.10,30
15689,2011-08-12 09:37:00,2,254.10,141
15690,2011-12-05 15:59:00,2,239.76,26
15691,2011-04-01 15:13:00,1,136.80,274
15692,2011-11-11 14:12:00,1,191.04,50
15694,2011-12-09 09:44:00,14,6479.40,22
15695,2011-03-18 08:32:00,2,409.98,288
15696,2011-11-06 14:02:00,8,2689.87,55
15699,2011-11-22 08:26:00,1,309.65,39
15700,2011-06-20 16:53:00,2,684.18,194
15701,2011-12-07 14:39:00,4,1516.10,24
15703,2011-03-20 10:51:00,1,211.50,286
15704,2011-07-22 13:35:00,4,2272.62,162
15705,2011-05-22 15:37:00,1,143.10,223
15706,2011-10-07 10:09:00,4,1060.56,85
15707,2011-11-04 14:35:00,4,890.57,57
15708,2011-10-30 10:54:00,7,3164.32,62
15709,2011-03-01 10:38:00,1,133.25,305
15712,2011-11-30 14:09:00,5,1072.36,31
15713,2011-07-19 13:34:00,2,356.70,165
15714,2011-11-28 11:26:00,2,330.03,33
15716,2011-07-17 11:59:00,4,1080.10,167
15717,2011-04-19 13:21:00,1,150.30,256
15719,2011-11-07 12:29:00,13,5018.44,54
15720,2011-11-15 14:48:00,1,598.73,46
15721,2011-11-28 12:14:00,1,462.47,33
15722,2011-11-04 11:43:00,5,2195.86,57
15723,2010-12-10 11:12:00,1,189.85,386
15724,2011-05-22 14:40:00,2,218.25,223
15725,2011-11-24 14:51:00,1,415.25,37
15727,2011-11-23 12:36:00,7,5115.21,38
15729,2011-05-11 12:36:00,1,85.00,234
15730,2011-10-05 12:31:00,3,1120.88,87
15732,2011-05-11 14:24:00,2,294.12,234
15733,2011-03-02 09:05:00,1,162.30,304
15734,2011-08-17 10:50:00,2,1339.45,136
15737,2011-11-25 11:21:00,8,1188.12,36
15738,2011-11-21 08:26:00,16,4772.42,40
15739,2011-10-04 13:42:00,1,449.12,88
15740,2011-10-21 14:29:00,1,154.88,71
15743,2011-11-23 17:19:00,4,768.80,38
15744,2011-09-23 09:52:00,1,34.80,99
15745,2011-11-20 13:45:00,4,1094.59,41
15746,2011-07-28 15:21:00,1,196.88,156
15747,2011-11-27 12:26:00,3,939.18,34
15748,2011-10-30 12:51:00,1,138.11,62
15749,2011-04-18 13:20:00,3,44534.30,257
15750,2011-12-07 12:34:00,8,2456.40,24
15752,2011-10-31 11:37:00,7,2587.06,61
15753,2011-02-08 12:41:00,1,79.20,326
15754,2011-10-19 14:40:00,3,458.57,73
15755,2011-11-29 14:57:00,6,2364.25,32
15756,2011-10-09 13:30:00,4,527.62,83
15757,2011-10-05 12:14:00,2,714.42,87
15758,2011-11-15 10:48:00,1,205.25,46
15759,2011-05-05 15:13:00,3,253.04,240
15762,2011-10-05 16:15:00,2,583.75,87
15763,2011-11-08 09:44:00,2,1086.92,53
15764,2011-09-12 17:58:00,6,3279.97,110
15766,2011-10-06 17:03:00,1,315.06,86
15768,2011-08-16 10:48:00,3,621.83,137
15769,2011-12-02 13:52:00,26,56252.72,29
15773,2011-12-04 12:48:00,1,635.68,27
15774,2011-10-02 12:04:00,1,270.80,90
15775,2011-04-08 12:56:00,1,104.90,267
15776,2011-07-29 13:46:00,1,241.62,155
15777,2011-04-12 16:43:00,4,1047.11,263
15780,2011-06-09 12:01:00,3,475.28,205
15781,2011-11-14 14:57:00,3,345.46,47
15782,2011-11-30 10:49:00,3,2614.74,31
15783,2011-11-29 09:50:00,1,246.30,32
15785,2011-11-07 11:33:00,5,2328.97,54
15786,2011-10-24 14:13:00,3,4919.00,68
15787,2011-11-13 14:55:00,3,920.35,48
15789,2010-12-16 14:35:00,1,351.30,380
15790,2011-11-29 14:53:00,1,218.75,32
15791,2011-10-27 10:14:00,2,1612.69,65
15793,2011-11-25 09:31:00,3,965.61,36
15795,2011-07-13 10:43:00,1,610.01,171
15796,2011-12-08 19:55:00,8,2706.91,23
15797,2011-08-18 17:04:00,4,2207.40,135
15799,2011-09-25 12:46:00,3,868.37,97
15800,2011-08-24 14:23:00,2,696.89,129
15801,2011-10-24 13:52:00,3,1063.95,68
15802,2011-07-20 11:38:00,1,451.42,164
15803,2011-10-19 14:56:00,1,415.82,73
15804,2011-12-09 12:31:00,13,4206.39,22
15805,2011-11-16 16:32:00,17,5488.18,45
15806,2011-10-24 14:35:00,3,784.58,68
15807,2011-10-20 14:10:00,3,903.90,72
15808,2011-02-06 14:33:00,4,3639.72,328
15809,2011-11-03 16:40:00,5,515.77,58
15810,2011-09-22 09:38:00,4,1391.98,100
15811,2011-11-17 15:31:00,6,2218.62,44
15812,2011-08-24 14:19:00,5,1801.14,129
15813,2011-05-16 08:13:00,2,1303.91,229
15814,2011-11-23 08:17:00,4,1945.33,38
15815,2011-10-07 12:42:00,5,2100.60,85
15819,2011-10-21 14:50:00,4,1905.45,71
15820,2011-01-24 12:00:00,1,206.98,341
15821,2011-10-26 15:48:00,2,570.96,66
15822,2011-12-06 14:50:00,2,885.47,25
15823,2010-12-02 15:08:00,1,15.00,394
15825,2011-06-20 13:27:00,1,532.94,194
15826,2011-10-14 16:05:00,3,1654.31,78
15827,2011-09-27 15:35:00,14,1836.09,95
15829,2011-09-01 16:45:00,2,636.14,121
15830,2011-11-02 10:40:00,1,576.00,59
15831,2011-10-12 13:14:00,3,789.96,80
15832,2011-03-30 15:29:00,1,836.79,276
15834,2011-09-30 14:41:00,4,2170.53,92
15835,2011-10-26 15:47:00,4,954.09,66
15836,2011-10-20 17:13:00,1,137.37,72
15837,2011-10-06 09:01:00,1,391.98,86
15838,2011-11-28 14:00:00,19,33643.08,33
15839,2011-11-06 13:54:00,3,1048.49,55
15840,2011-10-12 09:08:00,2,355.56,80
15841,2011-09-28 12:15:00,4,1224.06,94
15843,2011-02-09 10:19:00,1,118.95,325
15844,2011-10-24 15:19:00,1,130.74,68
15845,2011-11-22 09:42:00,8,3711.77,39
15847,2011-11-01 14:41:00,2,389.27,60
15850,2011-11-20 14:14:00,2,230.62,41
15852,2011-06-06 11:22:00,2,160.71,208
15853,2011-10-19 10:38:00,1,105.70,73
15854,2011-12-05 13:39:00,12,2969.12,26
15855,2011-07-26 10:20:00,5,709.29,158
15856,2011-12-05 17:09:00,27,15972.91,26
15857,2011-11-21 12:18:00,1,297.00,40
15858,2011-11-24 12:48:00,5,1384.97,37
15860,2011-10-30 11:25:00,8,960.61,62
15861,2011-11-27 15:59:00,8,3140.29,34
15862,2011-12-01 13:28:00,4,832.88,30
15863,2011-11-14 12:49:00,2,68.84,47
15864,2011-11-17 13:32:00,6,1936.32,44
15865,2011-10-30 12:43:00,3,895.13,62
15866,2011-08-30 14:09:00,1,211.89,123
15867,2011-12-04 13:32:00,15,3810.14,27
15869,2011-03-07 17:23:00,2,143.24,299
15870,2011-11-07 10:58:00,1,326.29,54
15872,2011-11-25 11:55:00,2,287.37,36
15874,2011-10-07 12:31:00,7,4397.09,85
15877,2011-12-08 11:53:00,2,488.68,23
15880,2010-12-05 13:00:00,1,325.73,391
15881,2011-01-31 16:59:00,5,501.39,334
15882,2011-05-25 11:35:00,4,516.36,220
15883,2011-12-07 17:05:00,2,396.48,24
15885,2011-09-08 10:43:00,3,379.35,114
15886,2011-10-10 14:25:00,1,181.09,82
15888,2011-09-20 12:30:00,1,167.74,102
15889,2011-07-06 11:10:00,2,412.93,178
15891,2011-04-27 12:35:00,1,511.68,248
15894,2011-03-31 13:50:00,2,247.00,275
15895,2011-07-13 10:27:00,1,179.17,171
15897,2011-05-29 13:50:00,2,203.64,216
15898,2011-12-08 15:23:00,5,1353.48,23
15899,2010-12-06 10:36:00,1,56.25,390
15900,2011-11-16 12:19:00,1,311.81,45
15901,2011-11-23 12:43:00,3,350.23,38
15903,2011-11-30 08:08:00,7,5126.76,31
15904,2011-12-01 14:50:00,1,164.68,30
15906,2011-11-20 12:24:00,7,1546.94,41
15907,2011-12-06 12:21:00,3,766.85,25
15909,2011-06-19 10:38:00,1,191.94,195
15910,2011-12-09 10:51:00,8,1206.07,22
15912,2011-06-14 14:29:00,2,264.62,200
15916,2011-11-23 13:46:00,8,1492.01,38
15917,2011-04-06 10:40:00,1,123.10,269
15918,2011-06-02 11:42:00,2,328.33,212
15919,2011-11-20 11:28:00,2,486.81,41
15920,2011-07-08 15:31:00,4,167.50,176
15921,2011-06-20 11:03:00,1,323.03,194
15922,2010-12-01 13:51:00,1,369.50,395
15923,2010-12-02 12:16:00,1,127.08,394
15925,2011-05-29 15:35:00,1,207.15,216
15930,2011-10-03 14:52:00,1,426.63,89
15932,2011-12-05 17:13:00,8,2495.87,26
15933,2011-11-18 13:14:00,3,1107.46,43
15935,2011-04-14 13:27:00,2,416.86,261
15937,2011-10-06 15:48:00,1,145.35,86
15938,2011-08-19 12:56:00,5,404.58,134
15939,2011-09-11 11:30:00,15,6115.01,111
15940,2011-02-01 16:18:00,1,35.80,333
15942,2011-07-29 09:01:00,1,337.44,155
15944,2011-03-08 10:33:00,1,325.10,298
15945,2010-12-09 13:14:00,1,181.00,387
15947,2011-09-18 10:46:00,1,1708.24,104
15948,2011-12-01 15:32:00,2,955.24,30
15949,2011-11-23 09:09:00,2,364.72,38
15950,2011-11-08 11:09:00,4,1722.21,53
15951,2011-12-01 08:34:00,2,708.22,30
15952,2011-11-06 11:18:00,4,781.91,55
15953,2011-11-24 15:32:00,8,1657.28,37
15955,2011-11-15 14:15:00,14,4416.26,46
15957,2011-11-08 12:14:00,1,414.33,53
15958,2011-09-26 13:41:00,1,104.35,96
15963,2011-11-20 11:33:00,2,470.76,41
15965,2011-11-22 16:44:00,4,783.34,39
15967,2011-11-16 15:41:00,2,381.01,45
15969,2011-12-07 11:06:00,3,666.10,24
15970,2011-02-09 12:08:00,1,314.10,325
15971,2011-11-22 12:50:00,12,4199.85,39
15973,2010-12-08 11:42:00,1,307.82,388
15974,2011-10-31 13:13:00,7,3442.15,61
15975,2011-09-16 13:33:00,1,371.01,106
15976,2011-06-27 13:00:00,2,427.64,187
15977,2011-11-22 13:29:00,2,1024.73,39
15978,2011-09-23 15:21:00,1,1098.78,99
15980,2011-09-12 09:41:00,3,2398.86,110
15981,2011-11-15 08:00:00,8,3408.48,46
15983,2011-11-17 17:34:00,4,1389.73,44
15984,2011-12-07 12:16:00,10,2710.96,24
15985,2011-08-08 16:31:00,2,1142.42,145
15986,2011-11-09 15:17:00,1,168.12,52
15987,2011-11-27 15:38:00,7,1409.67,34
15988,2011-11-20 13:23:00,1,156.78,41
15990,2011-10-26 15:58:00,2,792.11,66
15992,2011-12-06 11:00:00,1,41.99,25
15993,2011-12-01 10:45:00,7,2732.72,30
15994,2011-10-16 12:28:00,1,409.32,76
15996,2011-09-12 15:14:00,6,1028.83,110
15998,2011-11-03 12:45:00,5,3051.56,58
16000,2011-12-07 12:17:00,3,12393.70,24
16003,2011-11-10 09:57:00,5,2735.37,51
16005,2011-11-27 13:47:00,4,569.58,34
16006,2011-05-12 13:12:00,1,101.40,233
16007,2011-10-23 11:05:00,4,1674.93,69
16008,2011-11-16 10:32:00,3,478.78,45
16009,2011-11-17 16:51:00,4,955.56,44
16010,2011-04-08 10:14:00,3,381.61,267
16011,2011-12-01 16:31:00,16,3347.96,30
16012,2011-11-04 13:25:00,3,1327.65,57
16013,2011-12-06 10:36:00,47,35315.60,25
16014,2011-11-02 12:04:00,3,645.14,59
16015,2011-12-06 10:58:00,3,698.29,25
16016,2011-12-06 14:35:00,8,1402.36,25
16017,2011-10-23 12:56:00,1,191.33,69
16018,2011-10-31 14:13:00,2,408.90,61
16019,2011-10-24 11:51:00,9,3786.24,68
16020,2011-11-23 11:18:00,3,851.01,38
16022,2011-03-24 13:16:00,1,592.21,282
16023,2011-10-24 16:34:00,3,719.81,68
16024,2011-11-27 13:26:00,1,248.14,34
16025,2011-11-10 11:45:00,1,439.66,51
16026,2011-10-27 13:53:00,1,228.34,65
16027,2011-09-09 10:47:00,6,934.62,113
16029,2011-11-01 10:27:00,63,80630.52,60
16030,2011-02-03 11:28:00,1,303.34,331
16031,2011-09-08 13:07:00,2,540.35,114
16033,2011-12-04 12:44:00,20,8713.59,27
16034,2011-05-27 16:17:00,3,437.70,218
16036,2011-09-13 14:53:00,2,758.92,109
16037,2011-03-15 09:13:00,3,855.02,291
16038,2011-12-02 12:40:00,3,471.78,29
16040,2011-10-05 13:47:00,3,1313.55,87
16041,2011-11-09 12:25:00,3,3166.40,52
16042,2011-11-17 17:50:00,5,1177.47,44
16043,2011-11-02 12:50:00,4,773.99,59
16045,2011-08-12 12:41:00,4,1340.70,141
16048,2010-12-01 15:28:00,2,256.44,395
16049,2011-10-30 13:19:00,3,1004.47,62
16050,2011-06-19 11:44:00,1,137.90,195
16052,2011-10-16 15:13:00,1,362.06,76
16053,2011-11-07 11:21:00,2,1487.20,54
16054,2011-07-17 13:08:00,1,783.90,167
16055,2011-05-03 09:26:00,1,134.80,242
16056,2011-10-25 15:19:00,1,650.75,67
16057,2011-11-23 15:23:00,7,2263.12,38
16059,2011-10-05 09:56:00,6,1440.31,87
16062,2011-11-30 12:15:00,4,1153.62,31
16063,2011-03-24 14:56:00,1,335.32,282
16065,2010-12-09 13:03:00,1,365.74,387
16066,2011-11-23 11:54:00,5,1519.59,38
16070,2011-11-17 15:50:00,2,852.15,44
16071,2011-10-26 11:14:00,1,326.24,66
16072,2011-02-24 14:32:00,1,584.32,310
16073,2011-02-15 15:41:00,1,122.40,319
16076,2011-12-06 14:59:00,10,2193.93,25
16078,2011-03-01 09:47:00,1,79.20,305
16079,2011-11-23 12:48:00,3,1352.00,38
16080,2011-09-19 10:42:00,2,217.16,103
16081,2011-10-14 13:06:00,5,2791.57,78
16083,2011-08-31 10:47:00,2,1317.62,122
16084,2011-02-13 16:05:00,1,436.18,321
16085,2011-11-16 13:24:00,5,980.26,45
16086,2011-10-11 13:09:00,5,1121.39,81
16091,2011-07-08 08:45:00,2,315.06,176
16092,2011-08-17 10:46:00,3,817.86,136
16093,2011-08-25 11:09:00,1,17.00,128
16094,2011-11-28 12:45:00,4,1078.23,33
16096,2011-03-20 13:38:00,1,320.62,286
16097,2011-04-13 13:47:00,1,185.05,262
16098,2011-09-13 09:59:00,7,1983.13,109
16099,2011-10-20 13:13:00,3,731.90,72
16101,2011-09-30 10:18:00,1,1290.70,92
16102,2011-10-28 13:19:00,3,1842.14,64
16103,2011-12-02 14:16:00,6,1429.64,29
16104,2011-10-09 10:23:00,1,298.21,83
16105,2011-04-05 10:13:00,1,336.96,270
16106,2011-10-05 10:37:00,1,108.38,87
16107,2011-11-22 09:40:00,7,3204.16,39
16108,2011-09-16 11:48:00,1,842.50,106
16109,2011-05-05 09:17:00,2,611.88,240
16110,2011-10-25 14:35:00,3,1301.83,67
16112,2011-07-19 14:28:00,4,195.74,165
16113,2011-06-09 16:16:00,1,161.38,205
16114,2011-06-22 10:13:00,1,135.75,192
16115,2011-11-30 11:32:00,8,1655.48,31
16116,2011-05-12 12:01:00,1,612.78,233
16117,2011-06-03 11:42:00,1,232.21,211
16119,2011-12-01 15:11:00,2,423.36,30
16120,2011-10-11 14:22:00,4,1269.54,81
16121,2011-10-13 12:59:00,2,764.21,79
16122,2011-09-27 15:34:00,4,684.42,95
16123,2011-10-19 09:18:00,1,307.78,73
16124,2011-01-26 14:45:00,1,249.00,339
16125,2010-12-07 15:48:00,1,289.35,389
16126,2011-11-10 16:03:00,4,6287.77,51
16127,2011-10-31 13:58:00,1,656.25,61
16128,2011-11-22 11:14:00,5,1880.22,39
16131,2011-10-19 11:53:00,6,3506.54,73
16133,2011-12-06 11:24:00,33,14589.04,25
16134,2011-11-18 10:05:00,2,618.09,43
16135,2011-03-22 12:30:00,1,517.55,284
16136,2011-10-11 09:10:00,3,709.38,81
16139,2011-11-21 08:37:00,3,635.41,40
16140,2011-10-05 12:15:00,2,725.18,87
16141,2011-09-12 13:11:00,1,620.40,110
16142,2011-04-04 10:16:00,1,535.34,271
16143,2011-12-06 14:13:00,6,2424.94,25
16144,2011-04-07 10:09:00,1,175.20,268
16145,2011-12-01 10:33:00,11,3799.49,30
16146,2011-07-05 14:20:00,3,734.13,179
16147,2011-07-29 09:57:00,1,375.00,155
16148,2011-02-16 14:01:00,1,76.32,318
16149,2011-12-05 11:29:00,2,280.52,26
16150,2011-10-28 12:39:00,5,2053.02,64
16152,2011-03-16 09:47:00,1,1829.04,290
16153,2011-10-21 10:50:00,5,1824.23,71
16156,2011-12-01 12:42:00,9,3077.19,30
16157,2011-11-24 11:41:00,3,656.69,37
16159,2011-03-03 12:27:00,1,348.20,303
16160,2011-10-05 14:19:00,2,1025.44,87
16161,2011-12-08 12:10:00,19,5527.37,23
16162,2011-04-01 15:03:00,1,37.40,274
16163,2011-04-21 15:15:00,2,856.60,254
16164,2011-11-22 15:04:00,3,787.08,39
16168,2011-11-29 12:45:00,27,3787.60,32
16169,2011-12-01 15:28:00,4,1822.97,30
16170,2011-10-20 08:21:00,6,1885.05,72
16171,2011-10-11 14:51:00,1,73.20,81
16172,2011-09-05 13:22:00,5,1140.21,117
16173,2011-11-24 10:53:00,6,1418.32,37
16174,2011-08-05 13:26:00,3,1009.55,148
16175,2011-09-06 14:32:00,4,1037.59,116
16177,2011-10-20 12:57:00,1,331.95,72
16178,2011-07-24 16:05:00,1,197.90,160
16179,2011-10-10 09:41:00,1,215.83,82
16180,2011-08-31 16:28:00,8,10254.18,122
16181,2011-09-27 13:38:00,1,305.54,95
16182,2011-09-28 13:23:00,4,6617.65,94
16183,2011-10-03 14:59:00,1,338.71,89
16184,2011-10-06 17:43:00,6,1158.79,86
16185,2011-11-23 09:41:00,2,529.41,38
16186,2011-11-17 12:43:00,12,4006.94,44
16187,2011-11-08 09:50:00,15,6911.44,53
16188,2011-10-26 12:19:00,4,981.86,66
16189,2011-11-24 11:47:00,2,215.48,37
16190,2011-10-30 15:59:00,1,215.08,62
16191,2011-12-07 11:26:00,13,5180.52,24
16193,2011-04-17 11:45:00,1,314.45,258
16198,2011-09-25 14:58:00,1,400.68,97
16200,2011-12-05 14:40:00,2,1037.73,26
16201,2011-12-06 16:02:00,4,1863.47,25
16202,2010-12-14 10:43:00,1,365.27,382
16203,2011-10-12 12:31:00,4,592.90,80
16204,2011-11-16 13:40:00,1,357.53,45
16205,2011-11-09 09:32:00,4,747.93,52
16206,2011-10-16 10:41:00,4,533.76,76
16207,2011-11-14 13:51:00,1,394.38,47
16208,2011-10-26 11:36:00,2,662.61,66
16209,2011-09-12 11:58:00,5,2262.62,110
16210,2011-12-08 12:36:00,18,21086.30,23
16211,2011-09-12 12:11:00,1,547.02,110
16212,2011-11-20 13:00:00,2,690.34,41
16213,2011-09-22 10:03:00,1,159.00,100
16214,2011-06-22 11:30:00,3,1062.75,192
16215,2011-09-20 10:18:00,1,242.35,102
16216,2011-03-17 15:34:00,1,914.93,289
16217,2011-04-18 13:31:00,2,304.25,257
16218,2011-11-10 09:59:00,7,3084.68,51
16221,2011-11-03 11:43:00,3,856.51,58
16222,2011-01-25 13:38:00,1,769.50,340
16224,2011-10-13 17:51:00,4,1295.30,79
